name,Tier,level,total-exp,web-dev,soft-dev,game-dev,cyber-secu,elective,no-of-tests,avg
Courtnee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kenia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sheneka,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Cayce,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sumer,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tamira,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Korie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Bonny,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Katharina,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lindsi,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Karra,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jacki,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Laina,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Konrad,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Treva,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kirt,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tyeisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rosalva,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Silvestre,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tiffney,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Aspen,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Refugio,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Edmundo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jaret,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jael,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jaquan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jihan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jamielee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kathie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Aerial,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ameer,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Terin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kassy,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Foster,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jensen,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Arnaldo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Davion,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kassondra,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Hoang,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Constantine,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Daiel,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nicholette,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jarel,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jovany,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jacky,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Javan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Destiney,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rashelle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Vannesa,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Pasquale,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ikea,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Herlinda,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Oswaldo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Denna,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
An,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Von,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Candida,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Winfred,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Noelia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nabil,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jobeth,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Makayla,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Woody,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Alida,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Geremy,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kerin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Renato,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Keyanna,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Amanada,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jodee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rosaura,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Mikal,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Analicia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
China,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jules,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Gus,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Halie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Seema,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jeb,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jerid,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ward,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Catie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Eloisa,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Karah,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Chaquita,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Krysti,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Layne,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Chirag,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lenard,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Augustin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ean,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tabbatha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Thanh,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Mechelle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nikhil,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Demetrios,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Marque,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rondell,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Winnie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Yen,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Deante,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Creighton,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Yocheved,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Breeann,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Antjuan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Zenobia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Antonella,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Temika,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Christiane,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Megann,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jacqualine,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Clement,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Francois,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Graig,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Norah,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Destin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Maisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jannet,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Benedict,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Glenna,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jeanelle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kedrick,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jessee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Joeseph,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Joshue,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Celine,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rod,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sima,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Domenique,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Mehgan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Darcel,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shondra,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rueben,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Demetri,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Siera,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Spring,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Narciso,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Antwoine,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tiffini,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Pascual,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Myeisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ely,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Emile,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Vinson,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Dung,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Mateo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Macy,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Priscila,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Keren,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Audie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lemar,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Mercy,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Merideth,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nacole,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nikisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nechama,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Simona,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Reymundo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lelia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sana,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Leandre,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Charli,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Orin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Markisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Danilo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rosalee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Laren,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Myeshia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Layton,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Conner,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Reginal,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rania,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Helene,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tarryn,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nola,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Delicia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Dontrell,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Duston,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Gil,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sherice,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Talisa,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Leisa,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tenille,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Janita,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Stepanie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tashika,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Dorcas,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Henri,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jessa,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Gabino,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tammara,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kateri,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lucie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Leonor,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lolita,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Mahogany,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Torie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sharia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kailee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lynsi,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kary,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Stefania,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Cherrelle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shaye,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Liset,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shauntel,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kelcie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shaniece,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ruthann,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Leisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Anjali,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rosamaria,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Alyce,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Vikram,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Calie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Vincente,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lasonya,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tayler,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Takesha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Katharyn,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tandra,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kasia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Karianne,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jahaira,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Delfina,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shawntel,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tacara,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Vijay,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Yael,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Soledad,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Slade,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Zach,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tai,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shanea,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jasn,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rohan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Liesl,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Patrisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Trevis,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Quan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Teara,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Robinson,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Emmitt,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shamia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Roxane,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
La,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lace,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Santina,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Khadija,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Keyla,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jestin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Alica,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Angelena,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Deshon,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Gaston,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Eligio,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lataya,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Edlin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Raeanne,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Elba,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Fatimah,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Deedra,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Demar,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Cordelia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Carman,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Carletta,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Johannah,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Barret,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kavita,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Dequan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Amberlee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Barron,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ambrose,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shilo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Jannelle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shantrell,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shannah,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Artemio,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Brandis,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Gisselle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Charlette,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Hilton,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Ruthie,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Cleo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Gricelda,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shareen,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Lisandra,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Odessa,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Willow,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Suzan,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Yves,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Zakiya,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tashawna,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Alix,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tanja,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Case,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Cason,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Shirin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Janay,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Sharod,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Arash,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Avis,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Haydee,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Beronica,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Yasmeen,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Tobi,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Nova,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Renisha,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Liberty,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Meg,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Adena,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Angle,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Muriel,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Rebeka,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Collins,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Camelia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Chelse,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Kieth,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Socorro,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Bobbiejo,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Toshia,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Torin,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Chari,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
Erma,e,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0
